name,type,start_time,duration,"data"
"DALI_TX","data",2.675939333,0.006165042,255
"DALI_TX","data",2.682509042,0.006165917,20
"DALI_TX","data",2.7766275,0.006167875,255
"DALI_TX","data",2.783200458,0.006168917,4
"DALI_TX","data",2.877335958,0.0061665,255
"DALI_TX","data",2.883907208,0.006166625,148
"DALI_TX","data",2.978046333,0.006167917,255
"DALI_TX","data",2.984619125,0.006167583,4
"DALI_TX","data",3.07875225,0.006167375,255
"DALI_TX","data",3.085324458,0.006166958,100
